dimension,algorithm,function,min,max,mean,std,median,1_quart,3_quart
20,FDADBs,Lunacek_bi_rastrigin,591.5872144380819,2154.645304609354,1859.7590497943968,93.37409832983555,1839.2376631821649,1785.8861039011458,1902.341322346384
20,FDAC,Lunacek_bi_rastrigin,591.5872144380819,2093.984357339207,869.4445102244548,295.4025653672724,729.3855500484028,723.8766726415561,818.3932340677575
20,FDAD,Lunacek_bi_rastrigin,591.5872144380819,2154.645304609354,1859.7590497943968,93.37409832983555,1839.2376631821649,1785.8861039011458,1902.341322346384
20,SOOBs,Lunacek_bi_rastrigin,184.39583817399307,1292.0173425488076,184.93220043993296,15.673277451133911,184.3958381739949,184.39583817399375,184.39583817399784
30,FDA,Lunacek_bi_rastrigin,1551.0652492359068,4434.790409661568,2005.7182425568606,601.4261139809224,1687.3573821737991,1654.2771684848713,2109.3909326193207
30,DIRECT,Lunacek_bi_rastrigin,85.41800758465592,7703.596810947733,2256.4851842091794,1095.3518113984956,1935.6575494127471,1515.3507861613548,2723.260743886626
30,DIRECTL,Lunacek_bi_rastrigin,114.65554981423884,4625.707996443342,2437.665487051071,863.3882414950717,2478.1843049247636,1781.8278828218804,3148.6777222591086
30,DIRECTR,Lunacek_bi_rastrigin,117.80823905739669,6646.875129205268,340.6098037477142,562.8368907179147,117.81782903396709,117.80828975223648,170.90624425013704
30,SOO,Lunacek_bi_rastrigin,104.66236926133979,4920.757025042206,513.1304973475035,637.5452978348449,266.092480327332,163.91376850813674,473.1089750898282
30,DIRECTBs,Lunacek_bi_rastrigin,114.62357942945755,3643.9295882271936,121.85706149310812,97.55325124101742,114.6235794294638,114.62357942946369,114.6235794294638
30,FDABs,Lunacek_bi_rastrigin,1551.0652492359068,4434.790409661568,2005.7182425568606,601.4261139809224,1687.3573821737991,1654.2771684848713,2109.3909326193207
30,FDADBs,Lunacek_bi_rastrigin,1854.417887195481,4440.22811940001,3755.6880167405993,217.0841202587358,3696.020679065997,3595.8245959067776,3855.3552479614264
30,FDAC,Lunacek_bi_rastrigin,1854.417887195481,4378.476531250204,3468.277356072445,139.8750015302528,3440.2396314254665,3433.5727792936154,3448.564562737852
30,FDAD,Lunacek_bi_rastrigin,1854.417887195481,4440.22811940001,3755.6880167405993,217.0841202587358,3696.020679065997,3595.8245959067776,3855.3552479614264
30,SOOBs,Lunacek_bi_rastrigin,256.87878999471536,3342.1722036607,258.2835277337776,44.053126969943996,256.8787905316966,256.8787903719809,256.87879071490715
50,FDA,Lunacek_bi_rastrigin,3296.01787394468,5610.500787322035,3584.3132826923274,422.6532708310925,3387.4982711034395,3368.59485070188,3469.029640286579
50,DIRECT,Lunacek_bi_rastrigin,261.62651199513834,9189.750150782407,3026.7995404624285,1114.908740072761,2805.9772743929625,2310.9510775055537,3603.873002746396
50,DIRECTL,Lunacek_bi_rastrigin,343.5901826019981,9348.315138742852,5037.126330585076,2068.287500375335,5125.288689834745,3338.792310346969,6836.355335073131
50,DIRECTR,Lunacek_bi_rastrigin,337.35770147411904,7685.466693058617,641.755863241696,818.0752275354367,337.4188196522282,337.358573410121,346.56323055178063
50,SOO,Lunacek_bi_rastrigin,243.40749253092497,6734.396013635013,966.72741729757,976.4658230660768,557.2667127047047,324.10576826309,1101.6355781535876
50,DIRECTBs,Lunacek_bi_rastrigin,394.09018549476696,4834.221766701964,411.61683968520646,190.07222718209252,394.0901854947672,394.0901854947672,394.0901854947672
50,FDABs,Lunacek_bi_rastrigin,3296.01787394468,5610.500787322035,3584.3132826923274,422.6532708310925,3387.4982711034395,3368.59485070188,3469.029640286579
50,FDADBs,Lunacek_bi_rastrigin,3306.843396923293,5664.493212173407,4909.904286626461,195.069827144769,4835.361161437983,4770.340129341221,4957.237814727291
50,FDAC,Lunacek_bi_rastrigin,3296.01787394468,5610.500787322035,3584.3132826923274,422.6532708310925,3387.4982711034395,3368.59485070188,3469.029640286579
50,FDAD,Lunacek_bi_rastrigin,3306.843396923293,5664.493212173407,4909.904286626461,195.069827144769,4835.361161437983,4770.340129341221,4957.237814727291
50,SOOBs,Lunacek_bi_rastrigin,477.6224214815436,4438.31689083934,479.6578251657791,60.701966354263575,477.62673059049723,477.62544501251386,477.62852738784585
100,FDA,Lunacek_bi_rastrigin,6806.3248450706,12509.09861689861,7432.206673340888,1034.690450909009,6868.112132073654,6839.98870104405,7507.665556301783
100,DIRECT,Lunacek_bi_rastrigin,1346.8504094195573,17936.54210139724,6748.999223997305,2378.8228714184283,6489.884547947895,5183.034070136049,8110.047407418599
100,DIRECTL,Lunacek_bi_rastrigin,679.841541767943,14493.173337899683,8013.846839901281,2957.7419683810626,8023.4705723975,5676.180058472923,10136.108829178826
100,DIRECTR,Lunacek_bi_rastrigin,1249.843200257542,14225.55831112107,2631.2797590944965,2182.6383572619075,1262.6936515341306,1250.0371586779306,3194.06314410462
100,SOO,Lunacek_bi_rastrigin,681.8277152918376,11476.781636491827,3288.8157590855963,2701.067134897028,2025.1086847884999,1254.747955840228,4933.6448797317125
100,DIRECTBs,Lunacek_bi_rastrigin,655.960215288349,11387.828414168736,732.2317851356443,583.2319023931979,655.9602152884572,655.9602152884572,655.960215308836
100,FDABs,Lunacek_bi_rastrigin,6806.3248450706,12509.09861689861,7432.206673340888,1034.690450909009,6868.112132073654,6839.98870104405,7507.665556301783
100,FDADBs,Lunacek_bi_rastrigin,8813.604082213382,12573.981801306754,10066.769735127134,922.9037466285366,9965.130731078121,9236.678286825034,10843.601206960355
100,FDAC,Lunacek_bi_rastrigin,6806.3248450706,12509.09861689861,7432.206673340888,1034.690450909009,6868.112132073654,6839.98870104405,7507.665556301783
100,FDAD,Lunacek_bi_rastrigin,8813.604082213382,12573.981801306754,10066.769735127134,922.9037466285366,9965.130731078121,9236.678286825034,10843.601206960355
100,SOOBs,Lunacek_bi_rastrigin,1197.9427132647563,10653.34542541344,1216.6271623230914,186.50523579998185,1208.8770607208653,1206.5146699226248,1211.6270015509913
10,FDA,Expanded_rosenbrock_griewangk,4.615663412943604,3.994601318445965e+19,1.8127930999556378e+17,1.9365271410233812e+18,4.616219908988114,4.61592700769944,4.616900886394717
10,DIRECT,Expanded_rosenbrock_griewangk,2.805940271157624,1.374521126169088e+19,4.750665303112681e+17,1.6581535715917783e+18,439192650477036.7,1000147351579.8984,5.2980635155580664e+16
10,DIRECTL,Expanded_rosenbrock_griewangk,850752.39437676,6.464098560308646e+18,5.13273926654717e+16,1.816662204450399e+17,2879242654998.951,377510265.7486199,1.4541684384376048e+16
10,DIRECTR,Expanded_rosenbrock_griewangk,363.79419199440645,1.5643002694382377e+19,7.145723199478854e+16,6.567802972282452e+17,6998.175456907909,378.31106302438866,205990041.75280777
10,SOO,Expanded_rosenbrock_griewangk,3741.0318715814374,8.155537743792372e+18,4.039565135821296e+16,4.907910511669964e+17,261225397251.07382,14769143.571797568,267320831968.737
10,DIRECTBs,Expanded_rosenbrock_griewangk,43662210.83282841,6.464098560308646e+18,239030207714775.38,3.0300590103871624e+16,43662210.83323272,43662210.833186775,43662210.833276086
10,FDABs,Expanded_rosenbrock_griewangk,4.615663412943604,3.994601318445965e+19,1.8127930999556378e+17,1.9365271410233812e+18,4.616219908988114,4.61592700769944,4.616900886394717
10,FDADBs,Expanded_rosenbrock_griewangk,3726615750612691.0,4.182133628006394e+19,1.1432116306062162e+19,1.1330375714415962e+19,6.780001482806419e+18,2.2526630918646113e+18,1.7921273320988914e+19
10,FDAC,Expanded_rosenbrock_griewangk,4.615663412943604,3.994601318445965e+19,1.8127930999556378e+17,1.9365271410233812e+18,4.616219908988114,4.61592700769944,4.616900886394717
10,FDAD,Expanded_rosenbrock_griewangk,3726615750612691.0,4.182133628006394e+19,1.1432116306062162e+19,1.1330375714415962e+19,6.780001482806419e+18,2.2526630918646113e+18,1.7921273320988914e+19
10,SOOBs,Expanded_rosenbrock_griewangk,288740092535.7438,6.49172996590418e+18,290777950747984.94,4.10344168326112e+16,288740092535.7438,288740092535.7438,288740092535.7438
15,FDA,Expanded_rosenbrock_griewangk,1.8041783143469274,4.269829119120457e+19,1.507996175737533e+17,1.7964709774308803e+18,1.8113369571716476,1.8075420517972134,1.8171662768607462
15,DIRECT,Expanded_rosenbrock_griewangk,2114256.8316473514,3.550215259463641e+19,8.647747387615327e+17,2.8185020303355715e+18,8.127662315481256e+16,3985953509754050.5,4.195821920687154e+17
15,DIRECTL,Expanded_rosenbrock_griewangk,378879.9253984415,6.073936801253605e+18,1.2906011502940742e+16,4.997824734024057e+16,210828549503958.12,75387424.63278824,1.534347870808362e+16
15,DIRECTR,Expanded_rosenbrock_griewangk,1223710.8965581574,1.9552433495541146e+19,3.768165924102807e+16,3.854082961976365e+17,1315725.5435034535,1224160.5659039712,2387352800.312413
15,SOO,Expanded_rosenbrock_griewangk,59641.67503276061,7.23298359441267e+18,2.9449939113600544e+16,3.6824942640926746e+17,668898.3426925279,510837.4038919322,24994283743.01793
15,DIRECTBs,Expanded_rosenbrock_griewangk,2046069.0586696656,6.073936801253605e+18,439420134975877.2,3.892843731067386e+16,2046069.0586926888,2046069.0586919428,2046069.0586927205
15,FDABs,Expanded_rosenbrock_griewangk,1.8041783143469274,4.269829119120457e+19,1.507996175737533e+17,1.7964709774308803e+18,1.8113369571716476,1.8075420517972134,1.8171662768607462
15,FDADBs,Expanded_rosenbrock_griewangk,2.104622004659624e+16,4.45568589437174e+19,9.174328350927694e+18,1.164252706546168e+19,3.4500176276243825e+18,7.399223432728259e+17,1.385602431969985e+19
15,FDAC,Expanded_rosenbrock_griewangk,1.8041783143469274,4.269829119120457e+19,1.507996175737533e+17,1.7964709774308803e+18,1.8113369571716476,1.8075420517972134,1.8171662768607462
15,FDAD,Expanded_rosenbrock_griewangk,2.104622004659624e+16,4.45568589437174e+19,9.174328350927694e+18,1.164252706546168e+19,3.4500176276243825e+18,7.399223432728259e+17,1.385602431969985e+19
15,SOOBs,Expanded_rosenbrock_griewangk,157160917021.51498,6.056793803000633e+18,202553265216289.6,3.1410548496496508e+16,157160917021.51498,157160917021.51498,157160917021.51498
20,FDA,Expanded_rosenbrock_griewangk,21.635687690988107,1.4918569319597556e+20,6.871327097336835e+17,7.503525001367409e+18,21.637206233405095,21.636051857974167,21.641324281887705
20,DIRECT,Expanded_rosenbrock_griewangk,142996898.37820363,1.114773207083546e+20,3.7379792503370685e+18,1.5709094453558438e+19,1.2594584303243336e+17,7122268354179892.0,4.582678949931493e+17
20,DIRECTL,Expanded_rosenbrock_griewangk,8.945641517276044,3.2299689664461603e+19,3.2325428133970944e+16,1.1508046711211381e+17,2332125896258567.0,203552856196.6203,6.880749882710554e+16
20,DIRECTR,Expanded_rosenbrock_griewangk,73265488.24668875,1.104261413988054e+20,1.704541056438009e+17,3.389194602352319e+18,73711402.92305009,73269095.93123142,2231179857.1604614
20,SOO,Expanded_rosenbrock_griewangk,4.817998748714899,3.2295994136002638e+19,7.012474665434668e+16,5.820663664467953e+17,754.9577069359348,10.365601170553703,8565555339.329984
20,DIRECTBs,Expanded_rosenbrock_griewangk,9.782062690266912,3.2299689664461603e+19,730049716072973.9,1.0339034738867509e+17,9.782062690395605,9.782062690361045,9.782062690464045
20,FDABs,Expanded_rosenbrock_griewangk,21.635687690988107,1.4918569319597556e+20,6.871327097336835e+17,7.503525001367409e+18,21.637206233405095,21.636051857974167,21.641324281887705
20,FDADBs,Expanded_rosenbrock_griewangk,9592446553863208.0,1.5904592561702266e+20,4.0143730822618145e+19,4.294525168406411e+19,2.139894531686505e+19,6.260001469048807e+18,6.306614637917984e+19
20,FDAC,Expanded_rosenbrock_griewangk,21.635687690988107,1.4918569319597556e+20,6.871327097336835e+17,7.503525001367409e+18,21.637206233405095,21.636051857974167,21.641324281887705
20,FDAD,Expanded_rosenbrock_griewangk,9592446553863208.0,1.5904592561702266e+20,4.0143730822618145e+19,4.294525168406411e+19,2.139894531686505e+19,6.260001469048807e+18,6.306614637917984e+19
20,SOOBs,Expanded_rosenbrock_griewangk,706670620530.7384,9.68439643946353e+18,426929111718639.4,4.656637106584161e+16,706670620530.7473,706670620530.7393,706670620530.7877
30,FDA,Expanded_rosenbrock_griewangk,12.350097261809651,1.2506679080041726e+20,5.221875465389906e+17,5.862220932319959e+18,12.351999927410475,12.350578006301419,12.372967754162744
30,DIRECT,Expanded_rosenbrock_griewangk,2343660123682.3613,1.6794263160600756e+20,2.2338181466253734e+18,8.201125393988725e+18,9.686010804640896e+16,2.345756943360347e+16,6.498434220228444e+17
30,DIRECTL,Expanded_rosenbrock_griewangk,1440163766.2743986,2.457758775461408e+19,1.3027198727195515e+17,4.0493843184843923e+17,8039925915190007.0,33712573296368.18,7.476312192591411e+16
30,DIRECTR,Expanded_rosenbrock_griewangk,612141651.1067153,1.0262086238102032e+20,1.4347234992369576e+17,2.4948093793001364e+18,630206248.1044459,612449117.313486,56995647773.93443
30,SOO,Expanded_rosenbrock_griewangk,1490343212391.64,2.4556199549632373e+19,1.0603354187545795e+17,1.2452674537885376e+18,8885434533581.809,6288825974525.056,183941248983774.6
30,DIRECTBs,Expanded_rosenbrock_griewangk,2343461513718.6416,2.457758775461408e+19,980428852547721.8,6.969325427249615e+16,2343461513722.199,2343461513722.18,2343461513732.7173
30,FDABs,Expanded_rosenbrock_griewangk,12.350097261809651,1.2506679080041726e+20,5.221875465389906e+17,5.862220932319959e+18,12.351999927410475,12.350578006301419,12.372967754162744
30,FDADBs,Expanded_rosenbrock_griewangk,1.5255276778305085e+17,1.297381587585748e+20,3.059121252694556e+19,3.479856034012466e+19,1.4789593669487743e+19,3.7161595465896417e+18,4.790411679182871e+19
30,FDAC,Expanded_rosenbrock_griewangk,12.350097261809651,1.2506679080041726e+20,5.221875465389906e+17,5.862220932319959e+18,12.351999927410475,12.350578006301419,12.372967754162744
30,FDAD,Expanded_rosenbrock_griewangk,1.5255276778305085e+17,1.297381587585748e+20,3.059121252694556e+19,3.479856034012466e+19,1.4789593669487743e+19,3.7161595465896417e+18,4.790411679182871e+19
30,SOOBs,Expanded_rosenbrock_griewangk,21728556280409.21,2.4408291525738385e+19,523743152250668.1,9.030600565417712e+16,21728556337282.188,21728556296951.836,21728556374745.613
50,FDA,Expanded_rosenbrock_griewangk,18.84607503234156,4.617845800380119e+19,1.4874301713494445e+17,1.9833921266665917e+18,18.867443410664805,18.853783150673962,18.921365826923136
50,DIRECT,Expanded_rosenbrock_griewangk,18369108482.263657,2.0932541531868247e+21,2.6262743760296166e+18,2.98325242758232e+19,8.19012041927927e+16,1.8278152078950428e+16,2.838793547455271e+17
50,DIRECTL,Expanded_rosenbrock_griewangk,17388573947.77563,2.613950017425096e+19,4.5552031702850246e+17,1.0859614501635461e+18,1.708274530427741e+17,1.2732021605332804e+16,5.3695823670205914e+17
50,DIRECTR,Expanded_rosenbrock_griewangk,21898901211.85205,1.859265129509482e+20,5.738862020588573e+16,1.0645528687213036e+18,23034539140.284702,21925385727.15509,4368179020478.9746
50,SOO,Expanded_rosenbrock_griewangk,755251923077.094,1.0449824645429883e+19,7.572190650384403e+16,5.4410842425406746e+17,3260594675001.9136,886684251312.6565,496270887526100.25
50,DIRECTBs,Expanded_rosenbrock_griewangk,17387622905.40365,9.079299837697894e+18,1736140844298429.5,6.374637155054969e+16,17387622905.40399,17387622905.403908,17387622905.404064
50,FDABs,Expanded_rosenbrock_griewangk,18.84607503234156,4.617845800380119e+19,1.4874301713494445e+17,1.9833921266665917e+18,18.867443410664805,18.853783150673962,18.921365826923136
50,FDADBs,Expanded_rosenbrock_griewangk,1131283030098865.0,5.27812748429944e+19,7.071237193988761e+18,1.2404292642080414e+19,6.177274403439744e+17,2.2270588613245e+16,7.869154959679067e+18
50,FDAC,Expanded_rosenbrock_griewangk,18.84607503234156,4.617845800380119e+19,1.4874301713494445e+17,1.9833921266665917e+18,18.867443410664805,18.853783150673962,18.921365826923136
50,FDAD,Expanded_rosenbrock_griewangk,1131283030098865.0,5.27812748429944e+19,7.071237193988761e+18,1.2404292642080414e+19,6.177274403439744e+17,2.2270588613245e+16,7.869154959679067e+18
50,SOOBs,Expanded_rosenbrock_griewangk,1280546420860.086,8.238215246544483e+18,208959535771619.03,2.646124565635001e+16,1280603007606.398,1280555769385.207,1280612090807.408
100,FDA,Expanded_rosenbrock_griewangk,30.65247012687678,1.7083847799228957e+20,6.561458720624287e+17,8.174618430035432e+18,30.990079789133915,30.795495096504794,31.49427234372581
100,DIRECT,Expanded_rosenbrock_griewangk,1385219449784.798,4.004887091589293e+21,1.0483222572455262e+19,8.021341107686783e+19,2.504879401217203e+17,7.743992710186254e+16,9.916856826098717e+17
100,DIRECTL,Expanded_rosenbrock_griewangk,66094022906.6248,6.363508560545713e+19,1.2020455688675418e+18,1.9237366076735685e+18,3.1090134289976403e+17,852967873694.3145,1.5672733101444833e+18
100,DIRECTR,Expanded_rosenbrock_griewangk,1012663678151.5052,6.175058519481077e+20,2.2681296923594128e+17,3.477204078476278e+18,1110430377494.825,1018779313140.9255,6930441384837926.0
100,SOO,Expanded_rosenbrock_griewangk,2658042024694195.0,3.3096594767895142e+19,7.015903484045795e+17,2.2813426616397097e+18,8448684981660166.0,4077511128964457.5,1.367832156912393e+17
100,DIRECTBs,Expanded_rosenbrock_griewangk,64961059000.69904,6.363508560545713e+19,9672185485592690.0,2.9753375972951085e+17,64961059000.73103,64961059000.730965,64961059488.55755
100,FDABs,Expanded_rosenbrock_griewangk,30.65247012687678,1.7083847799228957e+20,6.561458720624287e+17,8.174618430035432e+18,30.990079789133915,30.795495096504794,31.49427234372581
100,FDADBs,Expanded_rosenbrock_griewangk,1.1272330759410827e+17,1.83093477314924e+20,2.678583063088763e+19,4.367735454592449e+19,4.356952996267055e+18,8.342655618373288e+17,3.197509627790661e+19
100,FDAC,Expanded_rosenbrock_griewangk,30.65247012687678,1.7083847799228957e+20,6.561458720624287e+17,8.174618430035432e+18,30.990079789133915,30.795495096504794,31.49427234372581
100,FDAD,Expanded_rosenbrock_griewangk,1.1272330759410827e+17,1.83093477314924e+20,2.678583063088763e+19,4.367735454592449e+19,4.356952996267055e+18,8.342655618373288e+17,3.197509627790661e+19
100,SOOBs,Expanded_rosenbrock_griewangk,2704066715094882.0,3.2812194464888398e+19,3993227878486571.5,1.0229827822404387e+17,2704142689098487.5,2704116581280947.5,2704198207276037.0
10,FDA,H1,684.8762122321978,4510845127.935764,29858572.048054118,298799585.3892216,830.2933270213134,688.285822682795,7344.9055805710395
10,DIRECT,H1,33415.573935516455,7230509299.753157,835834958.9769468,1433103856.2846885,104372835.5305818,12516299.682081819,825496854.0446296
10,DIRECTL,H1,33661.49483879193,2901077147.8438754,252097353.96024695,331623569.8774375,70890280.50741123,12060929.714475188,523997481.82346916
10,DIRECTR,H1,17173.927269881737,7230499755.411558,58875365.61670176,415007834.9852603,17354.680359540933,17173.971439968496,39966.72318827688
10,SOO,H1,32689.030163256626,3479762016.7725854,24785733.973111887,201174113.03159457,33033.76249653465,32843.21005774517,139847.11596912442
10,DIRECTBs,H1,33653.35148557524,2901077147.8438754,564858.9652804318,24663676.00081968,33653.35148562363,33653.351485602885,33653.35148565273
10,FDABs,H1,684.8762122321978,4510845127.935764,29858572.048054118,298799585.3892216,830.2933270213134,688.285822682795,7344.9055805710395
10,FDADBs,H1,178354.37585364917,4510845127.935764,1393145212.7642152,1372901288.1378863,934083487.2397091,144282182.64152575,2421205837.0771856
10,FDAC,H1,753.0253011055238,4517479916.675123,29481282.374522284,295554340.76204085,769.7202855378116,754.2247082039767,1353.3931624855118
10,FDAD,H1,178354.37585364917,4510845127.935764,1393145212.7642152,1372901288.1378863,934083487.2397091,144282182.64152575,2421205837.0771856
10,SOOBs,H1,33169.30205756914,2901077147.8438754,150228.39114872596,14137295.33215722,33169.30205756914,33169.30205756914,33169.30205756914
15,FDA,H1,4878.998175093749,4925928840.250557,42274787.46553104,362617664.841452,77518.4591071358,16558.445120453885,329290.38466587046
15,DIRECT,H1,376738.5947843125,6070053048.800379,634435223.5188229,1125553381.5496037,103003064.51134086,15227988.024415774,667305907.2581948
15,DIRECTL,H1,376785.6313838617,3034185224.538053,83155236.98395905,96229717.0856833,18215315.00130397,2773659.9602753045,175358952.74376845
15,DIRECTR,H1,376579.5715612363,6070046853.831655,46562971.45378794,350829833.1460872,376582.0588141149,376579.57651746325,377097.3906663182
15,SOO,H1,6470680.113906818,3016669456.492249,33955275.056802064,197680820.2748469,6521684.608639233,6471511.792942977,8097723.272332562
15,DIRECTBs,H1,376993.2311121416,3034185224.538053,751598.1528882303,17205832.66192504,376993.2311122047,376993.2311121964,376993.23111221375
15,FDABs,H1,4878.998175093749,4925928840.250557,42274787.46553104,362617664.841452,77518.4591071358,16558.445120453885,329290.38466587046
15,FDADBs,H1,28413909.560614884,4980615937.521798,2371669191.966351,1314795837.2458677,2177919537.9564724,1193646471.5703592,3454375578.3238673
15,FDAC,H1,4878.998175093749,4925928840.250557,42274787.46553104,362617664.841452,77518.4591071358,16558.445120453885,329290.38466587046
15,FDAD,H1,28413909.560614884,4980615937.521798,2371669191.966351,1314795837.2458677,2177919537.9564724,1193646471.5703592,3454375578.3238673
15,SOOBs,H1,6471400.7164014885,3016668836.848739,6653553.060398604,13818226.824714242,6471400.7164014885,6471400.7164014885,6471400.7164014885
20,FDA,H1,52677.66523868184,7286287318.827755,42407774.545844354,449908307.8449049,60629.202969730715,56347.40855850192,65402.23856898553
20,DIRECT,H1,197218.2795780832,21210428484.539307,857440867.9313289,2126730525.4556065,88079243.78527513,50851304.71040258,875003231.8653554
20,DIRECTL,H1,176345.58623372795,4249165346.1214175,361177910.386053,726947898.5325155,69969330.46443751,7091081.511191813,139317055.43907678
20,DIRECTR,H1,115978.28155418824,20890754691.11819,65256165.395180285,485010887.9239302,116011.06272941326,115978.36725068204,142720.24983918678
20,SOO,H1,6685795.671290417,4249165431.5550942,95644791.20420049,359680861.3034929,8566089.613325369,6719295.472765898,38449304.41928107
20,DIRECTBs,H1,173076.68222385008,4249165346.1214175,1240396.945707392,36968374.851550214,173076.6822238918,173076.68222387502,173076.68222390706
20,FDABs,H1,52677.66523868184,7286287318.827755,42407774.545844354,449908307.8449049,60629.202969730715,56347.40855850192,65402.23856898553
20,FDADBs,H1,125446.15229807138,7372449528.319829,1933028654.9626083,2224563751.85907,935012038.5774124,9736280.086671654,3442632668.3245797
20,FDAC,H1,52677.66523868184,7286287318.827755,42407774.545844354,449908307.8449049,60629.202969730715,56347.40855850192,65402.23856898553
20,FDAD,H1,125446.15229807138,7372449528.319829,1933028654.9626083,2224563751.85907,935012038.5774124,9736280.086671654,3442632668.3245797
20,SOOBs,H1,6689769.213360696,4249163973.0887184,7141286.467447643,24021923.3387224,6689769.213361712,6689769.213361156,6689769.21336213
30,FDA,H1,3490.062691944144,9620502759.965202,83933135.76899421,729338346.9014599,42068.93440720999,10510.806056490754,134094.76347423566
30,DIRECT,H1,5389824.738598846,16467280643.678411,809886367.0256511,1924707093.0527716,37136542.75229408,7252481.819142328,430788121.0882008
30,DIRECTL,H1,1119364.2704371768,6867656919.821831,75632505.61861432,120598202.16998254,19169449.45731069,7831797.69390055,125477996.612738
30,DIRECTR,H1,662985.7081944094,15247674472.32397,52875006.843979865,506892861.2809094,664528.8318094672,662992.7863582564,989910.7622941298
30,SOO,H1,6375718.650611595,4286231072.569489,124103392.3331701,450739984.9164167,6905428.617277188,6400046.574100797,10061528.641463645
30,DIRECTBs,H1,1127384.644395725,6867656919.821831,2527030.325866916,55960330.42133243,1127384.6443957628,1127384.6443957533,1127384.6443957686
30,FDABs,H1,3490.062691944144,9620502759.965202,83933135.76899421,729338346.9014599,42068.93440720999,10510.806056490754,134094.76347423566
30,FDADBs,H1,528065260.5750816,9819432549.518064,4413833871.639269,2687854669.7210245,3965262504.3363085,1999767373.4746313,6605476911.31266
30,FDAC,H1,3490.062691944144,9620502759.965202,83933135.76899421,729338346.9014599,42068.93440720999,10510.806056490754,134094.76347423566
30,FDAD,H1,528065260.5750816,9819432549.518064,4413833871.639269,2687854669.7210245,3965262504.3363085,1999767373.4746313,6605476911.31266
30,SOOBs,H1,6285731.316854267,4020883464.590644,6866667.092367433,34739273.59960448,6285731.324258272,6285731.320556338,6285731.326820981
50,FDA,H1,5383.335319861537,4394947798.364294,28538186.39257788,280097908.88600254,5540.811500831559,5443.436683025556,5852.570318475039
50,DIRECT,H1,2949751.975767301,9508994274.444178,433225433.079815,764743705.8605306,119710436.97858916,40695639.67028878,410678844.3069796
50,DIRECTL,H1,3344003.7798582613,5645263496.805448,593300435.3635072,867920023.0649878,167502166.2853731,65962741.98627688,905663741.6231658
